IDLE,TELEPORT,0.1214854543
IDLE,WALK_AWAY,0.08365278
IDLE,SHOOT,0.08684715
IDLE,WALK_TOWARDS,0.1216980337
IDLE,SHOOT_EXPLOSIVE,0.1225060982
IDLE,IDLE,0.08684715
IDLE,DASH,0.08684715
IDLE,JUMP,0.08684715
WALK_AWAY,TELEPORT,0.1220660605
WALK_AWAY,WALK_AWAY,0.08361921
WALK_AWAY,SHOOT,0.1210363322
WALK_AWAY,WALK_TOWARDS,0.086477794
WALK_AWAY,SHOOT_EXPLOSIVE,0.1225314447
WALK_AWAY,IDLE,0.086477794
WALK_AWAY,DASH,0.086477794
WALK_AWAY,JUMP,0.09356371
WALK_TOWARDS,TELEPORT,0.124827079
WALK_TOWARDS,WALK_AWAY,0.060338486
WALK_TOWARDS,SHOOT,0.060338486
WALK_TOWARDS,WALK_TOWARDS,0.060338486
WALK_TOWARDS,SHOOT_EXPLOSIVE,0.1215526116
WALK_TOWARDS,IDLE,0.060338486
WALK_TOWARDS,DASH,0.060338486
WALK_TOWARDS,JUMP,0.060338486
DASH,TELEPORT,0.1219973774
DASH,WALK_AWAY,0.084057935
DASH,SHOOT,0.09130396
DASH,WALK_TOWARDS,0.09130396
DASH,SHOOT_EXPLOSIVE,0.1235098845
DASH,IDLE,0.09130396
DASH,DASH,0.0
DASH,JUMP,0.09130396
JUMP,TELEPORT,0.1225496978
JUMP,WALK_AWAY,0.082881525
JUMP,SHOOT,0.082881525
JUMP,WALK_TOWARDS,0.082881525
JUMP,SHOOT_EXPLOSIVE,0.1224774095
JUMP,IDLE,0.082881525
JUMP,DASH,0.082881525
JUMP,JUMP,0.082881525
TELEPORT,TELEPORT,0.0
TELEPORT,WALK_AWAY,0.1226497123
TELEPORT,SHOOT,0.08007349
TELEPORT,WALK_TOWARDS,0.08007349
TELEPORT,SHOOT_EXPLOSIVE,0.123346613
TELEPORT,IDLE,0.08007349
TELEPORT,DASH,0.08007349
TELEPORT,JUMP,0.08007349
SHOOT,TELEPORT,0.1224036744
SHOOT,WALK_AWAY,0.0999852
SHOOT,SHOOT,0.0
SHOOT,WALK_TOWARDS,0.0999852
SHOOT,SHOOT_EXPLOSIVE,0.0
SHOOT,IDLE,0.122737625
SHOOT,DASH,0.12168151
SHOOT,JUMP,0.121177487
SHOOT_EXPLOSIVE,TELEPORT,0.1214331344
SHOOT_EXPLOSIVE,WALK_AWAY,0.1210015931
SHOOT_EXPLOSIVE,SHOOT,0.0
SHOOT_EXPLOSIVE,WALK_TOWARDS,0.1236897936
SHOOT_EXPLOSIVE,SHOOT_EXPLOSIVE,0.0
SHOOT_EXPLOSIVE,IDLE,0.1210175236
SHOOT_EXPLOSIVE,DASH,0.1211623266
SHOOT_EXPLOSIVE,JUMP,0.1216956285
